currentRank,__typename,node.episodes.episodes.total,node.episodes.episodes.__typename,node.episodes.__typename,node.id,node.titleText.text,node.titleText.__typename,node.titleType.id,node.titleType.text,node.titleType.canHaveEpisodes,node.titleType.displayableProperty.value.plainText,node.titleType.displayableProperty.value.__typename,node.titleType.displayableProperty.__typename,node.titleType.__typename,node.originalTitleText.text,node.originalTitleText.__typename,node.primaryImage.id,node.primaryImage.width,node.primaryImage.height,node.primaryImage.url,node.primaryImage.caption.plainText,node.primaryImage.caption.__typename,node.primaryImage.__typename,node.releaseYear.year,node.releaseYear.endYear,node.releaseYear.__typename,node.ratingsSummary.aggregateRating,node.ratingsSummary.voteCount,node.ratingsSummary.__typename,node.runtime.seconds,node.runtime.__typename,node.certificate.rating,node.certificate.__typename,node.canRate.isRatable,node.canRate.__typename,node.titleGenres.genres,node.titleGenres.__typename,node.canHaveEpisodes,node.plot.plotText.plainText,node.plot.plotText.__typename,node.plot.__typename,node.latestTrailer.id,node.latestTrailer.__typename,node.series,node.__typename,node.latestTrailer,node.certificate
78,ChartTitleEdge,34,EpisodeConnection,Episodes,tt10986410,Ted Lasso,TitleText,tvSeries,TV Series,True,TV Series,Markdown,DisplayableTitleTypeProperty,TitleType,Ted Lasso,TitleText,rm1876440065,675,1000,https://m.media-amazon.com/images/M/MV5BMTdmZjBjZjQtY2JiNS00Y2ZlLTg2NzgtMjUzMGY2OTVmOWJiXkEyXkFqcGdeQXVyMDM2NDM2MQ@@._V1_.jpg,"Brendan Hunt, Jason Sudeikis, Juno Temple, Hannah Waddingham, Brett Goldstein, and Nick Mohammed in Ted Lasso (2020)",Markdown,Image,2020,2023.0,YearRange,8.8,337971,RatingsSummary,87180,Runtime,TV-MA,Certificate,True,CanRate,"[{'genre': {'text': 'Comedy', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}, {'genre': {'text': 'Drama', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}, {'genre': {'text': 'Sport', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}]",TitleGenres,True,"American college football coach Ted Lasso heads to London to manage AFC Richmond, a struggling English Premier League soccer team.",Markdown,Plot,vi1372832793,Video,,Title,,
79,ChartTitleEdge,48,EpisodeConnection,Episodes,tt10233448,Vinland Saga,TitleText,tvSeries,TV Series,True,TV Series,Markdown,DisplayableTitleTypeProperty,TitleType,Vinland Saga,TitleText,rm789330945,707,1000,https://m.media-amazon.com/images/M/MV5BNzQwODI4Y2YtNjFmNC00NTExLWE0NzYtMTUzNjA0YzBhY2YyXkEyXkFqcGdeQXVyMTMxMTYzNDkz._V1_.jpg,Vinland Saga (2019),Markdown,Image,2019,2023.0,YearRange,8.8,67852,RatingsSummary,1440,Runtime,TV-MA,Certificate,True,CanRate,"[{'genre': {'text': 'Animation', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}, {'genre': {'text': 'Action', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}, {'genre': {'text': 'Adventure', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}]",TitleGenres,True,"Following a tragedy, Thorfinn embarks on a journey with the man responsible for it to take his life in a duel as a true and honorable warrior to pay homage.",Markdown,Plot,vi507559705,Video,,Title,,
80,ChartTitleEdge,10,EpisodeConnection,Episodes,tt3581920,The Last of Us,TitleText,tvSeries,TV Series,True,TV Series,Markdown,DisplayableTitleTypeProperty,TitleType,The Last of Us,TitleText,rm553794049,2700,4000,https://m.media-amazon.com/images/M/MV5BZGUzYTI3M2EtZmM0Yy00NGUyLWI4ODEtN2Q3ZGJlYzhhZjU3XkEyXkFqcGdeQXVyNTM0OTY1OQ@@._V1_.jpg,Pedro Pascal and Bella Ramsey in The Last of Us (2023),Markdown,Image,2023,,YearRange,8.8,500632,RatingsSummary,3000,Runtime,TV-MA,Certificate,True,CanRate,"[{'genre': {'text': 'Action', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}, {'genre': {'text': 'Adventure', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}, {'genre': {'text': 'Drama', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}]",TitleGenres,True,"After a global pandemic destroys civilization, a hardened survivor takes charge of a 14-year-old girl who may be humanity's last hope.",Markdown,Plot,vi3368993817,Video,,Title,,
81,ChartTitleEdge,10,EpisodeConnection,Episodes,tt9432978,Kota Factory,TitleText,tvSeries,TV Series,True,TV Series,Markdown,DisplayableTitleTypeProperty,TitleType,Kota Factory,TitleText,rm2014376193,1500,2222,https://m.media-amazon.com/images/M/MV5BOGVmMGYwZTEtOGFlYS00ODRhLTg3M2MtMzc1OGNhNzU3N2IzXkEyXkFqcGdeQXVyNDY4NjAxNTc@._V1_.jpg,"Urvi Singh, Ranjan Raj, Jitendra Kumar, Alam Khan, Mayur More, Vaibhav Thakkar, and Revathi Pillai in Kota Factory (2019)",Markdown,Image,2019,2021.0,YearRange,9.0,79827,RatingsSummary,23280,Runtime,TV-14,Certificate,True,CanRate,"[{'genre': {'text': 'Comedy', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}, {'genre': {'text': 'Drama', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}]",TitleGenres,True,"Dedicated to Shrimati SL Loney ji, Shri Irodov ji and Maanniya HC Verma ji, 'Kota Factory' is TVF's latest original. India's first 'Black and White' show highlights the problems present day IIT-JEE aspirants face in their day-to-day lives.",Markdown,Plot,vi3115303705,Video,,Title,,
82,ChartTitleEdge,36,EpisodeConnection,Episodes,tt2442560,Peaky Blinders,TitleText,tvSeries,TV Series,True,TV Series,Markdown,DisplayableTitleTypeProperty,TitleType,Peaky Blinders,TitleText,rm1060899073,1451,1814,https://m.media-amazon.com/images/M/MV5BZjYzZDgzMmYtYjY5Zi00YTk1LThhMDYtNjFlNzM4MTZhYzgyXkEyXkFqcGdeQXVyMTE5NDQ1MzQ3._V1_.jpg,"Cillian Murphy, Paul Anderson, Sophie Rundle, Natasha O'Keeffe, Harry Kirton, and Finn Cole in Peaky Blinders (2013)",Markdown,Image,2013,2022.0,YearRange,8.8,636162,RatingsSummary,126540,Runtime,TV-MA,Certificate,True,CanRate,"[{'genre': {'text': 'Crime', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}, {'genre': {'text': 'Drama', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}]",TitleGenres,True,"A gangster family epic set in 1900s England, centering on a gang who sew razor blades in the peaks of their caps, and their fierce boss Tommy Shelby.",Markdown,Plot,vi3863855897,Video,,Title,,
83,ChartTitleEdge,15,EpisodeConnection,Episodes,tt10530900,Gullak,TitleText,tvSeries,TV Series,True,TV Series,Markdown,DisplayableTitleTypeProperty,TitleType,Gullak,TitleText,rm3383893761,2700,4000,https://m.media-amazon.com/images/M/MV5BN2QwZmNhZjctZDZkMi00Mjk2LTg4OWMtNGEzMjk1ZWIwN2IzXkEyXkFqcGdeQXVyNDY4NjAxNTc@._V1_.jpg,"Jameel Khan, Geetanjali Kulkarni, Harsh Mayar, and Vaibhav Raj Gupta in Gullak (2019)",Markdown,Image,2019,,YearRange,9.1,20955,RatingsSummary,1440,Runtime,,,True,CanRate,"[{'genre': {'text': 'Comedy', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}, {'genre': {'text': 'Drama', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}, {'genre': {'text': 'Family', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}]",TitleGenres,True,"Set in quaint by-lanes in the heart of India, Gullak is a collection of disarming and relatable tales of the Mishra family.",Markdown,Plot,vi1153221145,Video,,Title,,
84,ChartTitleEdge,63,EpisodeConnection,Episodes,tt0248654,Six Feet Under,TitleText,tvSeries,TV Series,True,TV Series,Markdown,DisplayableTitleTypeProperty,TitleType,Six Feet Under,TitleText,rm3319453441,640,914,https://m.media-amazon.com/images/M/MV5BN2FmMjg0Y2YtYmMyYi00MTBjLTllYzMtN2VjYzRhOTVmNWRlXkEyXkFqcGdeQXVyNDIzMzcwNjc@._V1_.jpg,"Lauren Ambrose, Freddy Rodríguez, Frances Conroy, Rachel Griffiths, Michael C. Hall, Peter Krause, and Mathew St. Patrick in Six Feet Under (2001)",Markdown,Image,2001,2005.0,YearRange,8.7,147647,RatingsSummary,3600,Runtime,TV-MA,Certificate,True,CanRate,"[{'genre': {'text': 'Comedy', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}, {'genre': {'text': 'Drama', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}]",TitleGenres,True,A chronicle of the lives of a dysfunctional family who run an independent funeral home in Los Angeles.,Markdown,Plot,vi3525164313,Video,,Title,,
85,ChartTitleEdge,22,EpisodeConnection,Episodes,tt0384766,Rome,TitleText,tvSeries,TV Series,True,TV Series,Markdown,DisplayableTitleTypeProperty,TitleType,Rome,TitleText,rm996848385,500,750,https://m.media-amazon.com/images/M/MV5BYTM4MmU1NWYtNzJjYy00YWFhLThjOGEtZmMxOGI1NzE0NGNiXkEyXkFqcGdeQXVyNDIzMzcwNjc@._V1_.jpg,Rome (2005),Markdown,Image,2005,2007.0,YearRange,8.7,183690,RatingsSummary,71580,Runtime,TV-MA,Certificate,True,CanRate,"[{'genre': {'text': 'Action', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}, {'genre': {'text': 'Drama', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}, {'genre': {'text': 'Romance', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}]",TitleGenres,True,A down-to-earth account of the lives of both illustrious and ordinary Romans set in the last days of the Roman Republic.,Markdown,Plot,vi1707916569,Video,,Title,,
86,ChartTitleEdge,56,EpisodeConnection,Episodes,tt0118421,Oz,TitleText,tvSeries,TV Series,True,TV Series,Markdown,DisplayableTitleTypeProperty,TitleType,Oz,TitleText,rm2665134593,1400,2100,https://m.media-amazon.com/images/M/MV5BYjY3N2M2YjgtZTFjZS00ODA1LWJjMDgtNDgxZDllZWFiMmYyXkEyXkFqcGdeQXVyNDIzMzcwNjc@._V1_.jpg,Oz (1997),Markdown,Image,1997,2003.0,YearRange,8.7,105865,RatingsSummary,3300,Runtime,TV-MA,Certificate,True,CanRate,"[{'genre': {'text': 'Crime', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}, {'genre': {'text': 'Drama', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}, {'genre': {'text': 'Thriller', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}]",TitleGenres,True,A series chronicling the daily activities of an unusual prison facility and its criminal inhabitants.,Markdown,Plot,vi2262285593,Video,,Title,,
87,ChartTitleEdge,24,EpisodeConnection,Episodes,tt12004706,Panchayat,TitleText,tvSeries,TV Series,True,TV Series,Markdown,DisplayableTitleTypeProperty,TitleType,Panchayat,TitleText,rm885330689,2083,3000,https://m.media-amazon.com/images/M/MV5BZDkxODJmNDktZDcxMy00MGJkLWI3NzEtNzVkYTdkZWI0ZmVkXkEyXkFqcGdeQXVyNDY4NjAxNTc@._V1_.jpg,"Neena Gupta, Raghubir Yadav, Chandan Roy, Faisal Malik, and Jitendra Kumar in Panchayat (2020)",Markdown,Image,2020,,YearRange,8.9,83682,RatingsSummary,32160,Runtime,TV-14,Certificate,True,CanRate,"[{'genre': {'text': 'Comedy', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}, {'genre': {'text': 'Drama', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}]",TitleGenres,True,"A comedy-drama, which captures the journey of an engineering graduate Abhishek, who for lack of a better job option joins as secretary of a Panchayat office in a remote village of Uttar Pradesh.",Markdown,Plot,vi1954988569,Video,,Title,,
88,ChartTitleEdge,26,EpisodeConnection,Episodes,tt1910272,Steins;Gate,TitleText,tvSeries,TV Series,True,TV Series,Markdown,DisplayableTitleTypeProperty,TitleType,Steins;Gate,TitleText,rm670595840,640,960,https://m.media-amazon.com/images/M/MV5BMjUxMzE4ZDctODNjMS00MzIwLThjNDktODkwYjc5YWU0MDc0XkEyXkFqcGdeQXVyNjc3OTE4Nzk@._V1_.jpg,Steins;Gate (2011),Markdown,Image,2011,2015.0,YearRange,8.8,72180,RatingsSummary,1440,Runtime,TV-14,Certificate,True,CanRate,"[{'genre': {'text': 'Animation', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}, {'genre': {'text': 'Comedy', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}, {'genre': {'text': 'Drama', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}]",TitleGenres,True,"After discovering time travel, a university student and his colleagues must use their knowledge of it to stop an evil organization and their diabolical plans.",Markdown,Plot,vi2980953881,Video,,Title,,
89,ChartTitleEdge,9,EpisodeConnection,Episodes,tt13309742,Blue Eye Samurai,TitleText,tvSeries,TV Series,True,TV Series,Markdown,DisplayableTitleTypeProperty,TitleType,Blue Eye Samurai,TitleText,rm246501889,510,755,https://m.media-amazon.com/images/M/MV5BNDg5YjhiNmUtYjI5NC00MDEyLWI5MjUtZTRhM2EwZGZhNWM3XkEyXkFqcGdeQXVyMDc5ODIzMw@@._V1_.jpg,Maya Erskine in Blue Eye Samurai (2023),Markdown,Image,2023,2023.0,YearRange,8.8,56596,RatingsSummary,22620,Runtime,TV-MA,Certificate,True,CanRate,"[{'genre': {'text': 'Animation', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}, {'genre': {'text': 'Action', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}, {'genre': {'text': 'Adventure', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}]",TitleGenres,True,"Driven by a dream of revenge against those who made her an outcast in Edo-period Japan, a young warrior cuts a bloody path toward her destiny.",Markdown,Plot,vi1512097561,Video,,Title,,
90,ChartTitleEdge,26,EpisodeConnection,Episodes,tt5753856,Dark,TitleText,tvSeries,TV Series,True,TV Series,Markdown,DisplayableTitleTypeProperty,TitleType,Dark,TitleText,rm4201619713,1382,2048,https://m.media-amazon.com/images/M/MV5BOTk2NzUyOTctZDdlMS00MDJlLTgzNTEtNzQzYjFhNjA0YjBjXkEyXkFqcGdeQXVyMjg1NDcxNDE@._V1_.jpg,Lisa Vicari in Dark (2017),Markdown,Image,2017,2020.0,YearRange,8.7,436978,RatingsSummary,87300,Runtime,TV-MA,Certificate,True,CanRate,"[{'genre': {'text': 'Crime', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}, {'genre': {'text': 'Drama', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}, {'genre': {'text': 'Mystery', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}]",TitleGenres,True,"A family saga with a supernatural twist, set in a German town where the disappearance of two young children exposes the relationships among four families.",Markdown,Plot,vi997637657,Video,,Title,,
91,ChartTitleEdge,32,EpisodeConnection,Episodes,tt1190634,The Boys,TitleText,tvSeries,TV Series,True,TV Series,Markdown,DisplayableTitleTypeProperty,TitleType,The Boys,TitleText,rm2654557953,1080,1350,https://m.media-amazon.com/images/M/MV5BZGUyNzM0M2EtMjA1Zi00MWJhLWI2ZWEtNzE3OTgyMTBkN2IzXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_.jpg,Karl Urban in The Boys (2019),Markdown,Image,2019,,YearRange,8.7,633315,RatingsSummary,3600,Runtime,TV-MA,Certificate,True,CanRate,"[{'genre': {'text': 'Action', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}, {'genre': {'text': 'Comedy', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}, {'genre': {'text': 'Crime', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}]",TitleGenres,True,A group of vigilantes set out to take down corrupt superheroes who abuse their superpowers.,Markdown,Plot,vi1511835417,Video,,Title,,
92,ChartTitleEdge,27,EpisodeConnection,Episodes,tt14986406,Bleach: Thousand-Year Blood War,TitleText,tvSeries,TV Series,True,TV Series,Markdown,DisplayableTitleTypeProperty,TitleType,Bleach: Sennen Kessen-hen,TitleText,rm3744598273,1200,1696,https://m.media-amazon.com/images/M/MV5BODFmYTUwYzMtM2M2My00NGExLWIzMDctYmRjNTNhZDc4MGI2XkEyXkFqcGdeQXVyMTMzNDExODE5._V1_.jpg,"Kentarô Itô, Masakazu Morita, Fumiko Orikasa, Takayuki Sugô, Yuki Matsuoka, Noriaki Sugiyama, Tite Kubo, and Hiroki Yasumoto in Bleach: Thousand-Year Blood War (2022)",Markdown,Image,2022,,YearRange,9.0,34127,RatingsSummary,1440,Runtime,TV-MA,Certificate,True,CanRate,"[{'genre': {'text': 'Animation', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}, {'genre': {'text': 'Action', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}, {'genre': {'text': 'Adventure', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}]",TitleGenres,True,"The peace is suddenly broken when warning sirens blare through the Soul Society. Residents are disappearing without a trace and nobody knows who's behind it. Meanwhile, a darkness is approaching Ichigo and his friends in Karakura Town.",Markdown,Plot,vi1135068441,Video,,Title,,
93,ChartTitleEdge,12,EpisodeConnection,Episodes,tt5687612,Fleabag,TitleText,tvSeries,TV Series,True,TV Series,Markdown,DisplayableTitleTypeProperty,TitleType,Fleabag,TitleText,rm683042304,1382,2048,https://m.media-amazon.com/images/M/MV5BMjA4MzU5NzQxNV5BMl5BanBnXkFtZTgwOTg3MDA5NzM@._V1_.jpg,Phoebe Waller-Bridge in Fleabag (2016),Markdown,Image,2016,2019.0,YearRange,8.7,196418,RatingsSummary,18120,Runtime,TV-MA,Certificate,True,CanRate,"[{'genre': {'text': 'Comedy', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}, {'genre': {'text': 'Drama', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}]",TitleGenres,True,Series adapted from the award-winning play about a young woman trying to cope with life in London whilst coming to terms with a recent tragedy.,Markdown,Plot,vi1620428569,Video,,Title,,
94,ChartTitleEdge,74,EpisodeConnection,Episodes,tt0407362,Battlestar Galactica,TitleText,tvSeries,TV Series,True,TV Series,Markdown,DisplayableTitleTypeProperty,TitleType,Battlestar Galactica,TitleText,rm1800363520,680,1000,https://m.media-amazon.com/images/M/MV5BZjBjMjk4YWQtZjY1MC00NTI5LWEwZDMtYWMyYjk2MjkzMThhXkEyXkFqcGdeQXVyNzA5NjUyNjM@._V1_.jpg,"Mary McDonnell, Edward James Olmos, Jamie Bamber, James Callis, Aaron Douglas, Michael Hogan, Grace Park, Katee Sackhoff, and Tricia Helfer in Battlestar Galactica (2004)",Markdown,Image,2004,2009.0,YearRange,8.7,174516,RatingsSummary,2640,Runtime,TV-14,Certificate,True,CanRate,"[{'genre': {'text': 'Action', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}, {'genre': {'text': 'Adventure', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}, {'genre': {'text': 'Drama', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}]",TitleGenres,True,"When an old enemy, the Cylons, resurface and obliterate the 12 colonies, the crew of the aged Galactica protect a small civilian fleet - the last of humanity - as they journey toward the fabled 13th colony, Earth.",Markdown,Plot,vi4258118937,Video,,Title,,
95,ChartTitleEdge,89,EpisodeConnection,Episodes,tt0286486,The Shield,TitleText,tvSeries,TV Series,True,TV Series,Markdown,DisplayableTitleTypeProperty,TitleType,The Shield,TitleText,rm3283063808,575,864,https://m.media-amazon.com/images/M/MV5BMTcwNzQwODI5NV5BMl5BanBnXkFtZTcwNzQxMjI5MQ@@._V1_.jpg,Michael Chiklis in The Shield (2002),Markdown,Image,2002,2008.0,YearRange,8.7,87222,RatingsSummary,2820,Runtime,TV-MA,Certificate,True,CanRate,"[{'genre': {'text': 'Crime', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}, {'genre': {'text': 'Drama', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}, {'genre': {'text': 'Thriller', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}]",TitleGenres,True,Drama series following the lives and cases of dirty cop Vic Mackey and the corrupt LAPD unit under his command.,Markdown,Plot,vi1833941529,Video,,Title,,
96,ChartTitleEdge,52,EpisodeConnection,Episodes,tt1606375,Downton Abbey,TitleText,tvSeries,TV Series,True,TV Series,Markdown,DisplayableTitleTypeProperty,TitleType,Downton Abbey,TitleText,rm2690980096,1000,1426,https://m.media-amazon.com/images/M/MV5BY2U1NmIwYzgtNjFkOS00YWUxLTg0YTMtZmE5NTA3YjRmY2NlXkEyXkFqcGdeQXVyNTA4NzY1MzY@._V1_.jpg,"Elizabeth McGovern, Maggie Smith, Hugh Bonneville, Brendan Coyle, Joanne Froggatt, Penelope Wilton, Allen Leech, Michelle Dockery, Laura Carmichael, Lily James, Fifi Hart, and Oliver Barker in Downton Abbey (2010)",Markdown,Image,2010,2015.0,YearRange,8.7,222668,RatingsSummary,186600,Runtime,TV-PG,Certificate,True,CanRate,"[{'genre': {'text': 'Drama', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}, {'genre': {'text': 'Romance', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}]",TitleGenres,True,A chronicle of the lives of the British aristocratic Crawley family and their servants in the early twentieth century.,Markdown,Plot,vi1273609497,Video,,Title,,
97,ChartTitleEdge,762,EpisodeConnection,Episodes,tt0096697,The Simpsons,TitleText,tvSeries,TV Series,True,TV Series,Markdown,DisplayableTitleTypeProperty,TitleType,The Simpsons,TitleText,rm1730745600,1000,1500,https://m.media-amazon.com/images/M/MV5BYjFkMTlkYWUtZWFhNy00M2FmLThiOTYtYTRiYjVlZWYxNmJkXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_.jpg,"Julie Kavner, Nancy Cartwright, Dan Castellaneta, and Yeardley Smith in The Simpsons (1989)",Markdown,Image,1989,,YearRange,8.7,432638,RatingsSummary,1320,Runtime,TV-14,Certificate,True,CanRate,"[{'genre': {'text': 'Animation', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}, {'genre': {'text': 'Comedy', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}]",TitleGenres,True,The satiric adventures of a working-class family in the misfit city of Springfield.,Markdown,Plot,vi1259324441,Video,,Title,,
98,ChartTitleEdge,25,EpisodeConnection,Episodes,tt0318871,Berserk,TitleText,tvSeries,TV Series,True,TV Series,Markdown,DisplayableTitleTypeProperty,TitleType,Kenpuu Denki Berserk,TitleText,rm581058305,2000,3000,https://m.media-amazon.com/images/M/MV5BYmJmMzAzNWItMmMyZi00ZjYzLWJjZmItYmFlMzUzZTRjNWRhXkEyXkFqcGdeQXVyNTgyNTA4MjM@._V1_.jpg,Berserk (1997),Markdown,Image,1997,1998.0,YearRange,8.7,51320,RatingsSummary,1380,Runtime,TV-MA,Certificate,True,CanRate,"[{'genre': {'text': 'Animation', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}, {'genre': {'text': 'Action', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}, {'genre': {'text': 'Adventure', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}]",TitleGenres,True,"Guts, a wandering mercenary, joins the Band of the Hawk after being defeated in a duel by Griffith, the group's leader and founder. Together, they dominate every battle, but something menacing lurks in the shadows.",Markdown,Plot,vi515506457,Video,,Title,,
99,ChartTitleEdge,84,EpisodeConnection,Episodes,tt0367279,Arrested Development,TitleText,tvSeries,TV Series,True,TV Series,Markdown,DisplayableTitleTypeProperty,TitleType,Arrested Development,TitleText,rm2120183552,1500,2222,https://m.media-amazon.com/images/M/MV5BNTFlYTE2YTItZmQ1NS00ZWQ5LWI3OGUtYTQzNDMyZmEyYTZjXkEyXkFqcGdeQXVyNDg4NjY5OTQ@._V1_.jpg,"Jason Bateman, Jeffrey Tambor, Will Arnett, Michael Cera, and Alia Shawkat in Arrested Development (2003)",Markdown,Image,2003,2019.0,YearRange,8.7,322223,RatingsSummary,1320,Runtime,TV-14,Certificate,True,CanRate,"[{'genre': {'text': 'Comedy', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}]",TitleGenres,True,"Level-headed son Michael Bluth takes over family affairs after his father is imprisoned. But the rest of his spoiled, dysfunctional family are making his job unbearable.",Markdown,Plot,vi243383321,Video,,Title,,
100,ChartTitleEdge,176,EpisodeConnection,Episodes,tt0412142,House,TitleText,tvSeries,TV Series,True,TV Series,Markdown,DisplayableTitleTypeProperty,TitleType,House M.D.,TitleText,rm2468813056,832,1225,https://m.media-amazon.com/images/M/MV5BMDA4NjQzN2ItZDhhNC00ZjVlLWFjNTgtMTEyNDQyOGNjMDE1XkEyXkFqcGdeQXVyNTA4NzY1MzY@._V1_.jpg,Hugh Laurie in House (2004),Markdown,Image,2004,2012.0,YearRange,8.7,504036,RatingsSummary,467280,Runtime,TV-14,Certificate,True,CanRate,"[{'genre': {'text': 'Drama', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}, {'genre': {'text': 'Mystery', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}]",TitleGenres,True,"Using a crack team of doctors and his wits, an antisocial maverick doctor specializing in diagnostic medicine does whatever it takes to solve puzzling cases that come his way.",Markdown,Plot,vi730449689,Video,,Title,,
